;City;Place_ID;Place_Name;Cuisine;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
171;Sopot;ChIJfaufehcL_UYRRBA2zEIU-hU;Pizzatopia Sopot;['italian', 'pizza'];Bohaterów Monte Cassino 48, 81-759 Sopot, Poland;+48 532 820 862;2.0;4.6;1558;True;True;True;[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
172;Gdynia;ChIJd1k90SSn_UYR9TKzDjU1c1Y;Pizzeria Francesco;['italian', 'pizza'];Abrahama 20, 81-352 Gdynia, Poland;+48 537 301 777;2.0;4.7;3346;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
173;Gdańsk;ChIJFzGFu59z_UYRSNAvKNt13wk;Pizzeria La Famiglia;['pizza'];Lektykarska 1/2/m2, 80-832 Gdańsk, Poland;+48 722 010 160;2.0;4.5;2086;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
174;Gdynia;ChIJ_1LQKQqn_UYROcriyamaMk8;Pizzeria Pogórzanka Kuchnia włoska Pizza na dowóz;['pizza'];Cechowa 9/2, 81-174 Gdynia, Poland;+48 515 517 999;2.0;4.8;1068;True;True;True;[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
175;Gdynia;ChIJ_zy25kin_UYRbH3rn59BP5A;Pizzeria Truflowa;['italian', 'pizza'];Świętojańska 21, 81-372 Gdynia, Poland;+48 690 503 504;2.0;4.8;429;False;True;True;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
176;Gdynia;ChIJS8B0bm-h_UYRZO8wDMNAVHI;Po Kawałku Pizza i Pasta;['italian', 'pizza'];Piotrkowska 5, 81-502 Gdynia, Poland;+48 574 422 875;2.0;4.4;229;True;False;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
177;Gdynia;ChIJhYb_0R6h_UYRSIS82YsHra4;Pracownia Sushi Jerry Ruko;['sushi'];Harcerska 2, 81-417 Gdynia, Poland;+48 668 070 378;2.0;4.9;381;True;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
178;Sopot;ChIJe4chEJEK_UYR02zcoWSXSRs;Prosto;['italian', 'pizza'];Tadeusza Kościuszki 14, 81-704 Sopot, Poland;+48 601 637 637;2.0;4.6;2856;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
179;Sopot;ChIJhZ2Es2oL_UYRMKW_CaDIdl4;Prosty Temat Sopot;['italian', 'pizza'];Bohaterów Monte Cassino 60, 81-759 Sopot, Poland;;2.0;4.7;4134;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'night_club', 'bar', 'point_of_interest', 'food', 'establishment']
180;Gdynia;ChIJb-hkVgCn_UYRRBp6lZCUeqc;Przebuła Gdynia | Zapiekanki i Burgery;['french'];Poleska 30, 81-321 Gdynia, Poland;;2.0;4.9;462;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
181;Gdynia;ChIJueC1kTGn_UYRXD-tID10QNQ;Przystanek Zupa;['french'];Świętojańska 85, 81-389 Gdynia, Poland;+48 505 803 930;1.0;4.7;1124;True;False;False;[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
182;Gdańsk;ChIJr8dOM55z_UYREEDNRpBLpMs;Pueblo;['mexican'];Kołodziejska 4, 80-836 Gdańsk, Poland;+48 58 322 24 70;2.0;4.7;10351;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
183;Gdynia;ChIJ8-kT3y-n_UYRkHU_5x4BC0M;Pueblo;['mexican'];Antoniego Abrahama 56 Wejście od ul, Władysława IV, 81-395 Gdynia, Poland;+48 58 621 60 07;2.0;4.7;5906;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
184;Gdańsk;ChIJ3cHP2wpz_UYRxxhkV-vaVBQ;Punto Bianco Pizza;['pizza'];Targ Rybny 6B, 80-834 Gdańsk, Poland;+48 58 354 09 69;2.0;4.5;1323;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
185;Gdynia;ChIJzzEnoySn_UYRHScaEDevEQw;Ram Ram Ji Indian Street Food;['indian'];Starowiejska 8, 81-356 Gdynia, Poland;+48 608 225 999;1.0;4.3;688;True;False;False;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
186;Gdynia;ChIJCfyRfaSn_UYRwnzowhzWeV8;Restauracja Bambus Grill & Oriental;['chinese'];Świętojańska 93, 81-381 Gdynia, Poland;+48 579 266 781;1.0;4.5;688;True;True;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
187;Gdynia;ChIJo_oEY4AK_UYR8R9VVmoO6Cw;Restauracja Chińska LIU;['chinese'];Aleja Niepodległości 924, 81-861 Sopot, Poland;+48 58 573 58 00;2.0;4.4;1921;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
188;Gdynia;ChIJOwJfnDGn_UYR_XYufSxzdH8;Restauracja Chińska Shanghai;['chinese'];Generała Józefa Bema 19, 81-386 Gdynia, Poland;+48 58 661 90 10;2.0;4.1;400;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
189;Gdańsk;ChIJv9pvBKFz_UYRO0SUVcKggbc;Restauracja Chińska Yang Guang;['chinese'];Stągiewna 1, 80-750 Gdańsk, Poland;+48 511 481 075;2.0;3.9;2029;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
190;Gdańsk;ChIJaVIafsh0_UYR15PfelL9n0A;Restauracja Chiński Wiatr;['chinese'];Partyzantów 49a, 80-254 Gdańsk, Poland;+48 669 005 678;2.0;4.2;1016;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
191;Sopot;ChIJVe7X-WYL_UYR51yt6KKglkM;Restauracja ENDI WINE HOUSE Sopot;['italian', 'turkish', 'pizza'];Powstańców Warszawy 9, 81-764 Sopot, Poland;+48 574 400 888;2.0;4.8;1564;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']
192;Gdańsk;ChIJG5h92wpz_UYRNraUDOP77fo;Restauracja Fellini Gdańsk;['italian'];Targ Rybny 6, 80-838 Gdańsk, Poland;+48 888 010 203;3.0;4.7;1103;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
193;Gdynia;ChIJI7dTMACn_UYRjGxXgLBrvxk;Restauracja Fidelli;['italian'];Abrahama 24, 81-366 Gdynia, Poland;+48 731 577 774;2.0;4.5;259;False;True;True;[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
194;Sopot;ChIJ_QDo_SgL_UYR-NGAiRzZerU;Restauracja Grino;['italian', 'turkish', 'pizza'];plac Konstytucji 3 Maja 3, 81-704 Sopot, Poland;+48 58 555 58 46;2.0;4.8;83;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
195;Sopot;ChIJ00hv85YK_UYRjUOGCBBBkqA;Restauracja L’ Entre Villes | wesele Sopot | kolacja biznesowa | lunch;['turkish', 'french'];Aleja Niepodległości 737, 81-838 Sopot, Poland;+48 575 160 037;3.0;4.8;1116;True;True;True;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
196;Gdynia;ChIJs1nG6gGn_UYRViCTDye9sHA;Restauracja MIWO;['chinese'];Świętojańska 108b, 81-388 Gdynia, Poland;+48 451 081 199;1.0;4.6;470;False;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
197;Gdynia;ChIJcabIUt-n_UYR-8WcYTS_brg;Restauracja Moje Miasto;['italian', 'chinese'];skwer Kościuszki 15, 81-370 Gdynia, Poland;+48 507 197 093;2.0;4.6;1344;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
198;Gdynia;ChIJtZtTPS-n_UYRDVB6Bpbk1Mk;Restauracja Moon;['chinese'];Śląska 27, 81-319 Gdynia, Poland;+48 58 661 29 77;2.0;4.7;1645;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
199;Sopot;ChIJzZuSfoQL_UYRti5HbCR--JY;Restauracja NOVA Sopot;['turkish', 'chinese'];Władysława Jagiełły 6/1, 81-757 Sopot, Poland;+48 889 575 717;2.0;4.8;1812;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
200;Sopot;ChIJhzqMOo4K_UYRbC4yeuQg8uw;Restauracja Pak Choi;['chinese'];Morska 4, 81-764 Sopot, Poland;+48 530 823 316;2.0;4.5;740;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
